iso_code,year,gdp_constant_usd,life_expectancy,population,co2,co2_per_capita,energy_per_capita,primary_energy_consumption
SDN,1994,24756580788.9443,57.022,24043948.0,3.838,0.16,918.097,20.844
SDN,1995,26241255779.4056,57.447,24672143.0,3.962,0.161,825.631,19.229
SDN,1996,27794508186.0374,57.638,25231528.0,4.096,0.162,819.218,19.548
SDN,1997,32884421186.4108,58.058,25799821.0,5.023,0.195,815.467,19.942
SDN,1998,34301247872.5417,58.308,26458999.0,4.372,0.165,797.84,19.969
SDN,1999,35365991403.8139,58.607,27130613.0,4.753,0.175,842.398,21.594
SDN,2000,37610270337.133,58.946,27816745.0,5.292,0.19,1182.543,31.099
SDN,2001,40055073506.847,59.264,28516770.0,6.017,0.211,1239.924,33.413
SDN,2002,42460970095.8851,59.308,29228727.0,7.633,0.261,1434.762,39.557
SDN,2003,45131259048.7124,58.319,29896035.0,8.515,0.285,1455.157,41.019
SDN,2004,47451406763.008,56.773,30556637.0,10.866,0.356,1560.131,44.981
SDN,2005,50129334265.0222,57.226,31262444.0,10.558,0.338,1767.634,52.217
SDN,2006,53403487491.79,60.4,31992435.0,11.545,0.361,2052.445,62.257
SDN,2007,56466323951.3765,61.442,32764135.0,13.564,0.414,2118.628,66.082
SDN,2008,58638439292.8844,61.261,33623980.0,14.179,0.422,2246.169,72.024
SDN,2009,57015500648.426,62.676,34569113.0,14.805,0.428,2354.965,77.592
SDN,2010,59215296613.7581,62.979,35414399.0,15.07,0.426,2604.365,87.871
SDN,2011,57312394053.386,63.181,36140806.0,14.711,0.407,2462.639,84.763
SDN,2012,47566600027.2224,63.427,36923178.0,15.759,0.427,2326.128,81.786
SDN,2013,48496595854.7667,63.443,37785849.0,17.374,0.46,2385.017,85.838
SDN,2014,50757206252.6521,63.99,38823318.0,13.095,0.337,2378.84,88.025
SDN,2015,51726758676.7677,64.375,40024431.0,14.247,0.356,2384.243,91.009
SDN,2016,53520457581.1072,64.677,41259892.0,19.733,0.478,2684.055,105.69
SDN,2017,53900054790.1369,65.146,42714306.0,20.31,0.475,2654.543,107.986
SDN,2018,52455031754.9093,65.501,44230596.0,20.516,0.464,2554.751,107.297
SDN,2019,51312429477.3951,65.803,45548175.0,21.641,0.475,2459.363,106.323
SDN,2020,49449890489.355,65.124,46789231.0,21.165,0.452,2378.228,105.69
SDN,2021,48525909156.8784,64.46,48066924.0,22.218,0.462,2317.393,105.806
SDN,2022,48061119947.9824,65.695,49383346.0,20.24,0.41,2317.393,105.806
SDN,2023,33915159867.9417,66.331,50042791.0,20.001,0.4,2317.393,105.806
SEN,1990,7649320651.26936,56.674,7720523.0,3.139,0.407,1411.758,10.639
SEN,1991,7852789724.13743,57.037,7943085.0,3.379,0.425,1266.849,9.824
SEN,1992,7956464848.37129,57.287,8168395.0,3.423,0.419,1492.184,11.899
SEN,1993,8064689718.09751,57.348,8396288.0,3.539,0.421,1513.709,12.407
SEN,1994,8060857301.03684,57.479,8624078.0,3.837,0.445,1777.997,14.965
SEN,1995,8501672122.84215,57.336,8848101.0,3.43,0.388,1876.318,16.198
SEN,1996,8673403962.06847,57.129,9067014.0,3.664,0.404,1847.276,16.336
SEN,1997,8937561242.89432,57.107,9283495.0,3.182,0.343,1648.463,14.921
SEN,1998,9464741444.3125,57.076,9502952.0,3.334,0.351,1714.163,15.876
SEN,1999,10059440324.3535,57.315,9730887.0,3.604,0.37,1844.373,17.482
SEN,2000,10450471990.9721,57.615,9968260.0,3.902,0.391,2051.405,19.907
SEN,2001,10900976316.0181,58.158,10212942.0,4.258,0.417,2183.01,21.695
SEN,2002,10908464913.3606,58.912,10466214.0,4.437,0.424,2211.216,22.512
SEN,2003,11518679089.4187,59.474,10721176.0,4.928,0.46,2175.09,22.696
SEN,2004,12053525217.1809,60.308,10975704.0,5.238,0.477,2244.305,24.011
SEN,2005,12573060904.8807,60.98,11235472.0,5.539,0.493,2270.258,24.914
SEN,2006,12866110160.1646,61.801,11500094.0,4.422,0.385,2172.189,24.466
SEN,2007,13229850430.9674,62.653,11770344.0,4.863,0.413,2281.383,26.382
SEN,2008,13719774159.3291,63.201,12048959.0,4.74,0.393,2277.513,27.041
SEN,2009,14097356679.2382,63.751,12337389.0,5.258,0.426,2122.77,25.887
SEN,2010,14575382431.8826,64.221,12635413.0,6.862,0.543,2142.207,26.842
SEN,2011,14769831308.7257,64.799,12958897.0,7.819,0.603,2183.928,28.12
SEN,2012,15361066998.8901,65.229,13310495.0,7.362,0.553,2091.133,27.67
SEN,2013,15731635117.4164,65.638,13710849.0,7.853,0.573,2117.29,28.786
SEN,2014,16710783797.4248,66.001,14152102.0,8.724,0.616,2286.819,31.948
SEN,2015,17774766696.1759,66.451,14593331.0,9.845,0.675,2580.883,37.052
SEN,2016,18904543055.8656,66.724,15034521.0,10.016,0.666,2429.892,35.844
SEN,2017,20304894471.3123,67.059,15475002.0,10.76,0.695,2509.597,38.04
SEN,2018,21565674310.7132,67.379,15914498.0,11.33,0.712,2541.635,39.586
SEN,2019,22560634320.127,67.668,16352922.0,12.713,0.777,2753.391,44.056
SEN,2020,22863414676.2849,67.496,16789219.0,10.821,0.645,2532.413,41.623
SEN,2021,24359596784.117,66.868,17220867.0,12.309,0.715,2505.209,42.28
SEN,2022,25297546478.5042,67.788,17651103.0,12.275,0.695,2505.209,42.28
SEN,2023,26374572022.2227,68.683,18077573.0,11.901,0.658,2505.209,42.28
SGP,1990,70914989180.4411,75.2951219512195,3047132.0,43.536,14.323,90365.281,273.104
SGP,1991,75658065571.9819,75.6463414634146,3135083.0,44.235,14.104,89185.586,278.315
SGP,1992,80681614023.603,75.9463414634146,3230698.0,47.441,14.704,92492.508,298.587
SGP,1993,89927445311.2214,76.0463414634146,3313471.0,49.662,14.968,97840.07,326.212
SGP,1994,99905515247.3951,76.1975609756098,3419048.0,60.086,17.58,108498.156,373.083
SGP,1995,107074136708.308,76.2951219512195,3524506.0,40.546,11.474,109750.07,388.941
SGP,1996,115074063971.778,76.5951219512195,3670704.0,48.013,13.102,107471.891,392.477
SGP,1997,124643863764.479,76.8975609756097,3796038.0,56.737,14.944,109768.453,412.801
SGP,1998,121912898005.201,77.3,3927213.0,47.412,12.153,108245.531,418.509
SGP,1999,128884330733.002,77.5512195121951,3958723.0,49.2,12.404,104456.758,414.326
SGP,2000,140533304238.721,77.9512195121951,4027887.0,37.369,9.261,109289.078,443.014
SGP,2001,139028385430.873,78.2512195121951,4138012.0,38.525,9.359,121494.555,500.72
SGP,2002,144482970559.889,78.5512195121951,4175950.0,40.208,9.696,115456.867,482.24
SGP,2003,151054425108.65,79.0390243902439,4114826.0,39.534,9.553,107484.375,454.274
SGP,2004,166069208808.394,79.490243902439,4166664.0,41.0,9.826,119262.508,509.299
SGP,2005,178302402123.907,79.990243902439,4265762.0,39.6,9.278,123551.641,536.788
SGP,2006,194361682395.941,80.1414634146341,4401365.0,40.6,9.212,131721.672,590.98
SGP,2007,211896059498.482,80.4414634146342,4588599.0,41.1,8.942,136257.906,635.406
SGP,2008,215844707508.228,80.790243902439,4839396.0,40.2,8.363,140055.125,677.643
SGP,2009,216120888113.033,81.2414634146342,4987573.0,40.8,8.212,145354.047,728.327
SGP,2010,247501100140.018,81.5414634146342,5076732.0,44.4,8.745,149763.219,773.315
SGP,2011,262883130580.256,81.7439024390244,5183688.0,47.0,9.069,151959.906,802.554
SGP,2012,274543305511.611,81.9951219512195,5312437.0,46.1,8.709,149476.594,804.334
SGP,2013,287769788882.221,82.2463414634147,5399162.0,47.0,8.727,148317.188,812.491
SGP,2014,299095084828.978,82.4951219512195,5469724.0,47.6,8.721,148692.516,828.292
SGP,2015,307998545269.398,82.7439024390244,5535002.0,49.4,8.941,155468.984,878.403
SGP,2016,319541032495.045,82.8463414634146,5607283.0,49.1,8.803,162248.219,926.751
SGP,2017,333846562289.746,83.0951219512195,5612253.0,50.1,8.94,164802.547,950.002
SGP,2018,345370865382.867,83.2975609756098,5638676.0,50.3,8.927,163485.734,950.595
SGP,2019,349888458531.086,83.5951219512195,5703569.0,49.0,8.643,158475.062,929.679
SGP,2020,336541232520.503,83.5439024390244,5685807.0,46.7,8.309,154067.25,910.518
SGP,2021,369376902514.865,83.0926829268293,5453566.0,50.1,9.033,153291.406,910.714
SGP,2022,384550906479.006,82.8951219512195,5637022.0,47.873,8.473,147572.328,881.846
SGP,2023,391555143381.885,83.0975609756098,5917648.0,49.253,8.508,160276.984,964.022
SLB,1990,598482808.000127,66.194,331435.0,0.147,0.442,2171.527,0.704
SLB,1991,634391785.794565,66.357,341738.0,0.158,0.461,2107.96,0.704
SLB,1992,714959531.477452,66.471,352205.0,0.161,0.458,2051.727,0.706
SLB,1993,743557909.410958,66.558,362839.0,0.172,0.475,1988.083,0.704
SLB,1994,803786109.190913,66.661,373675.0,0.183,0.49,1931.289,0.704
SLB,1995,884876998.299326,66.717,384733.0,0.191,0.495,1876.274,0.704
SLB,1996,899122700.652142,66.739,396009.0,0.198,0.5,1827.707,0.706
SLB,1997,890904025.151931,66.768,407474.0,0.205,0.504,1772.971,0.704
SLB,1998,902410159.766919,66.89,419071.0,0.216,0.516,1724.789,0.704
SLB,1999,898026876.328339,67.001,430500.0,0.216,0.502,1679.175,0.704
SLB,2000,769815582.866258,67.116,440469.0,0.224,0.507,2456.513,1.056
SLB,2001,708564389.239921,67.237,449125.0,0.234,0.522,2508.614,1.105
SLB,2002,688724707.61448,67.35,457671.0,0.245,0.536,2532.751,1.142
SLB,2003,733653435.607267,67.479,466154.0,0.256,0.55,2587.097,1.193
SLB,2004,790024731.941432,67.628,474611.0,0.275,0.579,2689.96,1.269
SLB,2005,848163277.481457,67.79,483080.0,0.282,0.584,2695.842,1.301
SLB,2006,883254017.822883,67.968,491594.0,0.289,0.589,2734.638,1.349
SLB,2007,915402123.41043,67.845,500156.0,0.3,0.601,2850.482,1.438
SLB,2008,972394202.454103,68.336,508790.0,0.308,0.605,2828.88,1.46
SLB,2009,1000251965.11083,68.397,518141.0,0.319,0.615,2862.027,1.511
SLB,2010,1097358149.86722,68.669,532968.0,0.33,0.619,2880.25,1.556
SLB,2011,1178894466.85833,68.824,552945.0,0.344,0.623,2918.432,1.616
SLB,2012,1207965042.16349,68.961,573606.0,0.348,0.607,2854.352,1.621
SLB,2013,1271231571.58946,69.007,594945.0,0.374,0.628,2771.765,1.614
SLB,2014,1286352300.29305,68.984,616908.0,0.33,0.535,2543.96,1.52
SLB,2015,1307908813.59962,69.323,639415.0,0.293,0.458,2266.201,1.388
SLB,2016,1380562408.99877,69.501,662379.0,0.289,0.437,2124.666,1.335
SLB,2017,1423021077.98042,69.652,685672.0,0.286,0.417,2061.452,1.327
SLB,2018,1462095137.08983,69.806,709101.0,0.289,0.408,2107.609,1.389
SLB,2019,1487670872.02155,69.981,728147.0,0.293,0.403,2027.376,1.368
SLB,2020,1437368862.92689,69.258,744498.0,0.289,0.389,1877.319,1.298
SLB,2021,1434092017.05313,68.89,762591.0,0.289,0.38,1892.131,1.339
SLB,2022,1397028143.8117,70.409,781066.0,0.296,0.379,1892.131,1.339
SLB,2023,1436719369.01707,70.528,800005.0,0.303,0.379,1892.131,1.339
SLE,1990,4164341831.33004,43.72,4196828.0,0.498,0.119,988.821,4.277
SLE,1991,4262285540.81822,43.287,4246267.0,0.557,0.131,1034.863,4.531
SLE,1992,3451901036.4416,43.451,4166366.0,0.282,0.068,761.341,3.275
SLE,1993,3499349141.24849,43.428,4157130.0,0.264,0.063,761.136,3.27
SLE,1994,3431203339.79824,42.808,4173105.0,0.275,0.066,719.288,3.104
SLE,1995,3156715557.04632,42.579,4179179.0,0.224,0.053,825.471,3.569
SLE,1996,3212078685.59765,43.528,4199210.0,0.231,0.055,808.997,3.517
SLE,1997,3023302224.4158,43.649,4253716.0,0.205,0.048,839.361,3.697
SLE,1998,3077268543.10996,42.714,4295785.0,0.22,0.051,830.887,3.697
SLE,1999,3016360576.09675,41.962,4318043.0,0.176,0.041,826.213,3.697
SLE,2000,3217030909.61881,44.834,4423611.0,0.271,0.061,409.267,1.876
SLE,2001,3012895640.5399,45.448,4692716.0,0.37,0.079,484.695,2.354
SLE,2002,3812040149.67774,46.174,4971435.0,0.502,0.101,460.83,2.369
SLE,2003,4173559981.29382,46.784,5177687.0,0.535,0.103,454.77,2.433
SLE,2004,4443958500.36539,47.485,5355717.0,0.52,0.097,438.832,2.428
SLE,2005,4637426225.10187,48.306,5501712.0,0.425,0.077,386.952,2.199
SLE,2006,4836052320.36646,49.547,5624466.0,0.579,0.103,457.998,2.661
SLE,2007,5017392581.4315,50.024,5749352.0,0.487,0.085,423.133,2.513
SLE,2008,5202336667.33238,50.693,5894722.0,0.506,0.086,405.939,2.473
SLE,2009,5281974205.57014,51.312,6055646.0,0.502,0.083,396.569,2.482
SLE,2010,5617678842.06416,51.927,6222714.0,0.542,0.087,458.273,2.95
SLE,2011,6072747634.58121,52.594,6387251.0,0.711,0.111,564.663,3.734
SLE,2012,6715143020.4477,53.159,6551080.0,0.832,0.127,610.724,4.146
SLE,2013,7699806185.67422,54.051,6714051.0,1.048,0.156,692.696,4.825
SLE,2014,7098065167.70102,54.281,6876385.0,1.129,0.164,743.0,5.306
SLE,2015,6788352974.78329,55.454,7037655.0,1.085,0.154,592.628,4.335
SLE,2016,7225348888.80731,56.937,7205328.0,1.143,0.159,591.517,4.433
SLE,2017,7457128029.04966,57.761,7379299.0,1.088,0.147,573.704,4.405
SLE,2018,7672926606.69678,59.059,7554563.0,1.026,0.136,568.166,4.467
SLE,2019,8095145458.32686,59.593,7731991.0,1.004,0.13,513.004,4.128
SLE,2020,7993685031.06354,59.694,7912558.0,1.026,0.13,480.527,3.957
SLE,2021,8465060863.02376,60.26,8094602.0,1.257,0.155,492.598,4.148
SLE,2022,8914856495.10508,61.275,8276807.0,1.278,0.154,492.598,4.148
SLE,2023,9423896753.16695,61.786,8460512.0,1.232,0.146,492.598,4.148
SLV,1990,12679661440.9982,61.981,5399726.0,2.475,0.458,2928.494,15.718
SLV,1991,12869106686.2417,62.542,5495077.0,3.155,0.574,2844.645,15.535
SLV,1992,13772770636.8146,62.944,5585609.0,3.317,0.594,3166.474,17.581
SLV,1993,14574113893.4325,63.998,5659957.0,3.976,0.702,3235.332,18.218
SLV,1994,15257940313.4288,64.47,5714129.0,4.513,0.79,3503.343,19.945
SLV,1995,15980263628.1804,64.903,5762131.0,4.998,0.867,4320.759,24.837
SLV,1996,16109937378.9353,65.48,5805286.0,4.414,0.76,4382.319,25.405
SLV,1997,16615462391.6437,66.248,5844578.0,5.416,0.927,4315.92,25.216
SLV,1998,17056150528.9746,66.655,5880781.0,5.731,0.975,4884.881,28.748
SLV,1999,17424910257.6837,67.285,5913900.0,5.588,0.945,5125.835,30.365
SLV,2000,17621447036.1716,67.711,5943366.0,5.671,0.954,4934.59,29.403
SLV,2001,17776447691.3707,67.965,5968060.0,5.857,0.981,5098.644,30.531
SLV,2002,18056056716.4359,68.526,5986631.0,6.07,1.014,5202.291,31.272
SLV,2003,18338704970.0344,68.792,5998599.0,6.435,1.073,5536.21,33.366
SLV,2004,18501810234.6557,69.295,6004671.0,6.254,1.041,5513.259,33.276
SLV,2005,18997812331.293,69.336,6005578.0,6.298,1.049,5701.853,34.427
SLV,2006,19821747186.6752,69.612,6002319.0,6.718,1.119,6029.882,36.387
SLV,2007,20187974224.9399,69.82,6009824.0,6.846,1.139,6277.061,37.939
SLV,2008,20622904543.8145,70.138,6029297.0,6.405,1.062,6136.075,37.234
SLV,2009,20188015254.5251,70.359,6048279.0,6.312,1.044,5893.16,35.896
SLV,2010,20622904543.8145,70.909,6068249.0,6.319,1.041,6082.846,37.191
SLV,2011,21401127375.9033,71.192,6090127.0,6.499,1.067,6068.424,37.244
SLV,2012,22019127752.9422,71.42,6113975.0,6.472,1.059,6096.506,37.562
SLV,2013,22499794814.169,71.225,6138839.0,6.094,0.993,5903.089,36.514
SLV,2014,22888906230.2134,71.144,6162955.0,6.151,0.998,6015.019,37.35
SLV,2015,23438240000.0,70.952,6183676.0,6.668,1.078,6200.172,38.634
SLV,2016,24033351541.724,70.908,6200800.0,6.596,1.064,6231.595,38.951
SLV,2017,24573529736.8617,71.007,6213533.0,5.97,0.961,6173.114,38.685
SLV,2018,25166352435.5773,71.384,6219807.0,6.263,1.007,6645.676,41.711
SLV,2019,25779775126.5993,71.725,6222318.0,7.553,1.214,7271.521,45.667
SLV,2020,23744951345.511,70.244,6234673.0,6.594,1.058,6715.608,42.26
SLV,2021,26571731219.3539,69.941,6255782.0,7.581,1.212,7076.433,44.682
SLV,2022,27356823619.6966,71.969,6280319.0,7.8,1.242,7076.433,44.682
SLV,2023,28325024473.7907,72.099,6309624.0,8.23,1.304,7076.433,44.682
SOM,1990,1837281328.30163,46.896,7082811.0,0.782,0.11,581.289,4.068
SOM,1991,1891491615.50311,25.418,6813760.0,0.704,0.103,360.107,2.424
SOM,1992,1730935688.55852,25.034,6495107.0,0.666,0.103,350.513,2.253
SOM,1993,1800010346.15916,50.551,6681399.0,0.626,0.094,358.172,2.371
SOM,1994,1478762688.88917,50.303,7026797.0,0.618,0.088,340.721,2.371
SOM,1995,1537774139.79404,50.65,7285007.0,0.585,0.08,328.856,2.371
SOM,1996,1661503678.51802,50.524,7554474.0,0.575,0.076,318.217,2.378
SOM,1997,1681117593.97004,50.278,7824525.0,0.535,0.068,306.603,2.371
SOM,1998,1791844290.88195,50.755,8155417.0,0.506,0.062,294.328,2.371
SOM,1999,1922976751.05857,50.611,8492059.0,0.487,0.057,282.828,2.371
SOM,2000,2059706442.19268,50.747,8838713.0,0.476,0.054,340.102,2.966
SOM,2001,2206158044.12531,50.829,9198493.0,0.498,0.054,332.433,3.015
SOM,2002,2374493799.80391,50.82,9550063.0,0.557,0.058,346.379,3.26
SOM,2003,2555674023.59433,50.721,9909157.0,0.561,0.057,334.055,3.26
SOM,2004,2737390479.44358,50.685,10280998.0,0.561,0.055,322.427,3.262
SOM,2005,2932027546.4602,50.894,10644228.0,0.564,0.053,314.663,3.294
SOM,2006,3122209723.10745,50.915,10975502.0,0.564,0.051,307.725,3.319
SOM,2007,3331221429.82663,50.885,11322582.0,0.608,0.054,302.793,3.366
SOM,2008,3554225115.76575,51.456,11663084.0,0.601,0.052,291.034,3.331
SOM,2009,3792157453.24222,52.101,11961201.0,0.597,0.05,283.204,3.322
SOM,2010,4046017818.73357,48.9,12261756.0,0.612,0.05,283.123,3.405
SOM,2011,4316872490.49444,32.453,12348830.0,0.612,0.05,278.715,3.405
SOM,2012,4605859127.18469,49.138,12461160.0,0.608,0.049,274.605,3.416
SOM,2013,5110628982.78701,54.016,12869594.0,0.63,0.049,265.801,3.416
SOM,2014,5569461554.68169,54.442,13339491.0,0.63,0.047,256.698,3.416
SOM,2015,6152149099.99942,55.056,13806963.0,0.63,0.046,257.545,3.545
SOM,2016,6584944951.37229,55.283,14348740.0,0.638,0.044,253.762,3.627
SOM,2017,7555288980.07721,52.19,14916629.0,0.638,0.043,244.049,3.628
SOM,2018,7710498420.37301,54.767,15452487.0,0.638,0.041,236.284,3.641
SOM,2019,7926418061.75135,57.249,16030971.0,0.638,0.04,227.573,3.637
SOM,2020,7707287719.38597,57.095,16651191.0,0.597,0.036,212.096,3.507
SOM,2021,7972973226.06341,55.703,17271431.0,0.619,0.036,217.41,3.71
SOM,2022,8189695542.68851,53.931,17801897.0,0.56,0.031,217.41,3.71
SOM,2023,8531635197.80811,58.816,18358615.0,0.558,0.03,217.41,3.71
SRB,1990,22980131320.201,72.1552682926829,7897937.0,57.784,7.338,26329.176,205.23
SRB,1991,22980131320.201,71.8760487804878,7595636.0,40.928,5.202,26329.176,205.23
SRB,1992,22980131320.201,71.5688292682927,7604063.0,43.684,5.558,26329.176,205.23
SRB,1993,22980131320.201,71.7946829268293,7614328.0,38.096,4.853,26329.176,205.23
SRB,1994,22980131320.201,72.2040243902439,7622711.0,37.04,4.726,26329.176,205.23
SRB,1995,22980131320.201,72.6157317073171,7628264.0,39.141,5.003,26329.176,205.23
SRB,1996,24396847807.3336,72.7948536585366,7622185.0,45.825,5.869,26329.176,205.23
SRB,1997,26576270301.9253,72.8280975609756,7598538.0,49.265,6.325,26329.176,205.23
SRB,1998,27996144670.7069,72.1948780487805,7567745.0,51.882,6.681,26329.176,205.23
SRB,1999,25105401187.8126,69.9271463414634,7540401.0,35.791,4.627,26329.176,205.23
SRB,2000,26625555756.526,71.5829268292683,7516346.0,44.95,5.842,26329.176,205.23
SRB,2001,28430375122.4264,72.2341463414634,7503433.0,49.308,6.444,26329.176,205.23
SRB,2002,30290019038.036,72.2853658536585,7500031.0,52.23,6.857,26329.176,205.23
SRB,2003,31671150000.8568,72.4365853658537,7480591.0,55.824,7.354,26329.176,205.23
SRB,2004,33788958112.2477,72.6829268292683,7463157.0,60.167,7.952,26329.176,205.23
SRB,2005,35783687980.3426,72.8341463414634,7440769.0,51.634,6.849,26329.176,205.23
SRB,2006,37179490290.6082,73.3853658536585,7411569.0,60.838,8.099,26329.176,205.23
SRB,2007,40091414081.4273,73.6317073170732,7381579.0,59.554,7.959,26348.527,204.417
SRB,2008,42160489173.533,73.8853658536585,7350222.0,51.778,6.946,26371.516,203.662
SRB,2009,40835549106.7566,73.9853658536585,7320807.0,45.895,6.181,25290.535,194.435
SRB,2010,41493398701.5159,74.3365853658537,7291436.0,45.696,6.179,26212.141,200.621
SRB,2011,41515918199.5454,74.5365853658537,7236519.0,48.957,6.647,26607.537,202.774
SRB,2012,41331605760.2741,74.8365853658537,7201497.0,43.744,5.972,25157.438,190.979
SRB,2013,41518250531.7903,75.1853658536585,7166553.0,44.569,6.125,25155.992,190.347
SRB,2014,40769149019.8676,75.3365853658537,7131787.0,37.208,5.148,22474.787,169.549
SRB,2015,41297410634.9586,75.2878048780488,7095383.0,43.777,6.099,24964.811,187.723
SRB,2016,42526090399.794,75.6878048780488,7058322.0,45.043,6.321,25665.121,192.316
SRB,2017,43531153349.2666,75.5390243902439,7020858.0,45.53,6.437,26359.041,196.767
SRB,2018,45555069182.0072,75.890243902439,6982604.0,44.32,6.313,26481.451,196.858
SRB,2019,47719029694.9033,75.9365853658537,6945235.0,44.278,6.356,26602.787,196.889
SRB,2020,47265687464.123,74.4780487804878,6899126.0,45.17,6.539,26211.984,192.868
SRB,2021,51022863667.9918,72.780487804878,6834326.0,43.684,6.391,27640.852,201.689
SRB,2022,52402255080.2826,75.2365853658537,6664449.0,43.517,6.408,27640.852,201.689
SRB,2023,54366256509.8452,76.1414634146341,6623183.0,42.358,6.254,27640.852,201.689
SSD,1990,20185217785.8109,28.628,4737633.0,0.42,0.089,557.737,5.969
SSD,1991,20185217785.8109,29.185,4836677.0,0.393,0.081,557.737,5.969
SSD,1992,20185217785.8109,21.938,4909749.0,0.351,0.072,557.737,5.969
SSD,1993,20185217785.8109,22.263,4956002.0,0.242,0.049,557.737,5.969
SSD,1994,20185217785.8109,44.858,5071184.0,0.333,0.066,557.737,5.969
SSD,1995,20185217785.8109,31.51,5225836.0,0.344,0.066,557.737,5.969
SSD,1996,20185217785.8109,32.124,5356925.0,0.355,0.066,557.737,5.969
SSD,1997,20185217785.8109,33.068,5509136.0,0.435,0.079,557.737,5.969
SSD,1998,20185217785.8109,19.048,5620068.0,0.377,0.067,557.737,5.969
SSD,1999,20185217785.8109,44.537,5771628.0,0.409,0.071,557.737,5.969
SSD,2000,20185217785.8109,47.591,6032267.0,0.445,0.074,557.737,5.969
SSD,2001,20185217785.8109,48.55,6308391.0,0.512,0.081,557.737,5.969
SSD,2002,20185217785.8109,49.394,6596806.0,0.652,0.099,557.737,5.969
SSD,2003,20185217785.8109,52.324,6903127.0,0.728,0.106,557.737,5.969
SSD,2004,20185217785.8109,53.052,7233041.0,0.921,0.127,557.737,5.969
SSD,2005,20185217785.8109,53.965,7590143.0,0.882,0.116,557.737,5.969
SSD,2006,20185217785.8109,54.653,7976526.0,0.966,0.121,557.737,5.969
SSD,2007,20185217785.8109,55.425,8388788.0,1.134,0.135,557.737,5.969
SSD,2008,20185217785.8109,56.28,8817647.0,1.198,0.136,557.737,5.969
SSD,2009,21202884179.2359,56.848,9243556.0,1.248,0.135,557.737,5.969
SSD,2010,22367646895.0144,57.485,9745953.0,1.27,0.13,557.737,5.969
SSD,2011,21329717232.6938,57.674,10288109.0,1.239,0.12,557.737,5.969
SSD,2012,11500530835.4315,58.241,10756240.0,1.33,0.124,557.737,5.969
SSD,2013,13010519613.8763,58.285,11166275.0,1.444,0.129,568.443,6.313
SSD,2014,13449448810.7001,45.625,11235073.0,1.499,0.133,582.462,6.531
SSD,2015,11997800760.2242,39.757,11107561.0,1.913,0.172,714.991,8.004
SSD,2016,11997800760.2242,36.72,10830102.0,1.704,0.157,698.385,7.728
SSD,2017,11997800760.2242,35.351,10259154.0,1.455,0.142,635.443,6.773
SSD,2018,11997800760.2242,51.905,10122977.0,1.737,0.172,671.758,6.983
SSD,2019,11997800760.2242,58.129,10423384.0,1.781,0.171,747.486,7.809
SSD,2020,11997800760.2242,57.648,10698467.0,1.693,0.158,703.135,7.458
SSD,2021,11997800760.2242,57.047,10865780.0,1.755,0.162,731.989,7.868
SSD,2022,11997800760.2242,57.203,11021177.0,1.588,0.144,731.989,7.868
SSD,2023,11997800760.2242,57.617,11483374.0,1.58,0.138,731.989,7.868
STP,1990,118982019.506696,60.707,122980.0,0.048,0.387,2329.375,0.28
STP,1991,120410999.081655,60.792,125697.0,0.048,0.379,2400.937,0.296
STP,1992,121253872.447682,60.706,128110.0,0.048,0.372,2355.555,0.296
STP,1993,122587663.34157,60.618,130467.0,0.048,0.365,2303.21,0.295
STP,1994,125284593.874866,60.552,132732.0,0.048,0.359,2736.376,0.358
STP,1995,127790287.890706,60.536,134895.0,0.048,0.353,2686.655,0.358
STP,1996,129707143.583715,60.576,136962.0,0.048,0.348,2647.133,0.358
STP,1997,130999443.003646,60.648,138922.0,0.048,0.343,2595.629,0.357
STP,1998,134274413.232095,60.785,140751.0,0.048,0.338,2534.456,0.354
STP,1999,137631281.963527,60.976,142442.0,0.048,0.334,2541.055,0.36
STP,2000,138248376.950013,61.207,144018.0,0.048,0.331,2032.075,0.292
STP,2001,142484974.901201,61.5,146375.0,0.051,0.35,1865.868,0.273
STP,2002,147272738.169326,61.826,149922.0,0.059,0.391,2061.275,0.309
STP,2003,159483885.915675,62.158,153814.0,0.066,0.429,2237.827,0.344
STP,2004,165126275.794519,62.56,157705.0,0.073,0.465,2468.292,0.389
STP,2005,176048759.302531,62.434,161639.0,0.077,0.476,2544.832,0.411
STP,2006,191657434.828232,63.041,165638.0,0.084,0.509,2640.534,0.438
STP,2007,198636586.369116,63.336,169700.0,0.084,0.497,2680.95,0.455
STP,2008,211009232.403659,63.448,173793.0,0.084,0.485,2823.587,0.491
STP,2009,217977600.590737,63.669,177853.0,0.092,0.515,2932.456,0.522
STP,2010,221134908.544338,63.867,181802.0,0.103,0.564,3090.176,0.563
STP,2011,225556350.897449,64.122,185649.0,0.099,0.533,3131.022,0.583
STP,2012,232194345.227845,64.505,189439.0,0.11,0.58,3240.677,0.616
STP,2013,244081946.538405,64.93,193148.0,0.11,0.569,3176.864,0.616
STP,2014,256057120.595489,65.478,196767.0,0.128,0.652,3116.335,0.616
STP,2015,259999643.047388,66.023,200291.0,0.136,0.677,3200.083,0.644
STP,2016,273459368.754364,66.563,203689.0,0.15,0.737,3249.416,0.665
STP,2017,284706696.977306,67.074,206970.0,0.139,0.673,3250.473,0.676
STP,2018,297171520.830854,67.602,210187.0,0.139,0.662,3149.711,0.666
STP,2019,303157496.465873,68.043,213392.0,0.143,0.67,3418.495,0.734
STP,2020,311114954.79799,67.979,217435.0,0.139,0.64,3207.423,0.701
